part_oem_number,part_manufacturer,cross_ref_oem_number,cross_ref_manufacturer,cross_ref_type,notes
LS0005908,Delphi,OE0054612,Delphi,oem,Original equipment reference
LS0006015,Bosch,LS0006631,Denso,equivalent,Cross-reference for lambda sensors
LS0006015,Bosch,OE0054613,Original,oem,Original equipment reference
LS0006015,Bosch,LS0010856,NGK,oem,Cross-reference for lambda sensors
LS0006015,Bosch,OE0054614,Bosch,oem,Original equipment reference
LS0006043,Delphi,LS0010179,Denso,compatible,Cross-reference for lambda sensors
LS0006043,Delphi,OE0054615,Delphi,oem,Original equipment reference
LS0006043,Delphi,LS0002704,Denso,compatible,Cross-reference for lambda sensors
LS0006043,Delphi,OE0054616,Original,oem,Original equipment reference
LS0006077,Denso,LS0002130,NGK,oem,Cross-reference for lambda sensors
LS0006077,Denso,OE0054617,Original,oem,Original equipment reference
LS0006077,Denso,LS0005863,Delphi,oem,Cross-reference for lambda sensors
LS0006077,Denso,OE0054618,Denso,oem,Original equipment reference
LS0006116,NGK,LS0011276,Delphi,compatible,Cross-reference for lambda sensors
LS0006116,NGK,OE0054619,Original,oem,Original equipment reference
LS0006116,NGK,LS0004210,Delphi,oem,Cross-reference for lambda sensors
LS0006116,NGK,OE0054620,NGK,oem,Original equipment reference
LS0006116,NGK,LS0001489,Denso,oem,Cross-reference for lambda sensors
LS0006116,NGK,OE0054621,NGK,oem,Original equipment reference
LS0006155,Delphi,LS0009304,NGK,equivalent,Cross-reference for lambda sensors
LS0006155,Delphi,OE0054622,Original,oem,Original equipment reference
LS0006155,Delphi,LS0008702,NGK,equivalent,Cross-reference for lambda sensors
LS0006155,Delphi,OE0054623,Delphi,oem,Original equipment reference
LS0006361,Delphi,LS0006941,Denso,oem,Cross-reference for lambda sensors
LS0006361,Delphi,OE0054624,Delphi,oem,Original equipment reference
LS0006361,Delphi,LS0007483,Bosch,equivalent,Cross-reference for lambda sensors
LS0006361,Delphi,OE0054625,Original,oem,Original equipment reference
LS0006361,Delphi,LS0003708,Bosch,compatible,Cross-reference for lambda sensors
LS0006361,Delphi,OE0054626,Original,oem,Original equipment reference
LS0006544,Delphi,LS0005367,Denso,oem,Cross-reference for lambda sensors
LS0006544,Delphi,OE0054627,Delphi,oem,Original equipment reference
LS0006544,Delphi,LS0002901,Denso,compatible,Cross-reference for lambda sensors
LS0006544,Delphi,OE0054628,Delphi,oem,Original equipment reference
LS0006559,Bosch,LS0001906,NGK,oem,Cross-reference for lambda sensors
LS0006559,Bosch,OE0054629,Bosch,oem,Original equipment reference
LS0006623,NGK,LS0001917,Delphi,equivalent,Cross-reference for lambda sensors
LS0006623,NGK,OE0054630,NGK,oem,Original equipment reference
LS0006623,NGK,LS0001484,Bosch,replacement,Cross-reference for lambda sensors
LS0006623,NGK,OE0054631,NGK,oem,Original equipment reference
LS0006689,Delphi,LS0004083,Denso,compatible,Cross-reference for lambda sensors
LS0006689,Delphi,OE0054632,Original,oem,Original equipment reference
LS0006697,NGK,LS0011131,Bosch,compatible,Cross-reference for lambda sensors
LS0006697,NGK,OE0054633,Original,oem,Original equipment reference
LS0006785,NGK,LS0007104,Delphi,compatible,Cross-reference for lambda sensors
LS0006785,NGK,OE0054634,NGK,oem,Original equipment reference
LS0006835,Bosch,LS0006077,Denso,replacement,Cross-reference for lambda sensors
LS0006835,Bosch,OE0054635,Original,oem,Original equipment reference
LS0006835,Bosch,LS0002901,Denso,equivalent,Cross-reference for lambda sensors
LS0006835,Bosch,OE0054636,Original,oem,Original equipment reference
LS0006838,Delphi,LS0001484,Bosch,oem,Cross-reference for lambda sensors
LS0006838,Delphi,OE0054637,Original,oem,Original equipment reference
LS0007104,Delphi,LS0003405,Bosch,replacement,Cross-reference for lambda sensors
LS0007104,Delphi,OE0054638,Original,oem,Original equipment reference
LS0007104,Delphi,LS0007148,Bosch,equivalent,Cross-reference for lambda sensors
LS0007104,Delphi,OE0054639,Delphi,oem,Original equipment reference
LS0007109,Denso,LS0009945,Delphi,equivalent,Cross-reference for lambda sensors
LS0007109,Denso,OE0054640,Original,oem,Original equipment reference
LS0007157,Delphi,LS0003469,NGK,oem,Cross-reference for lambda sensors
LS0007157,Delphi,OE0054641,Delphi,oem,Original equipment reference
LS0007157,Delphi,LS0010003,NGK,oem,Cross-reference for lambda sensors
LS0007157,Delphi,OE0054642,Original,oem,Original equipment reference
LS0007178,Bosch,LS0009886,Delphi,equivalent,Cross-reference for lambda sensors
LS0007178,Bosch,OE0054643,Bosch,oem,Original equipment reference
LS0007178,Bosch,LS0006263,Denso,compatible,Cross-reference for lambda sensors
LS0007178,Bosch,OE0054644,Bosch,oem,Original equipment reference
LS0007261,Delphi,LS0010057,Bosch,oem,Cross-reference for lambda sensors
LS0007261,Delphi,OE0054645,Delphi,oem,Original equipment reference
LS0007330,NGK,LS0006263,Denso,replacement,Cross-reference for lambda sensors
LS0007330,NGK,OE0054646,Original,oem,Original equipment reference
LS0007330,NGK,LS0007488,Denso,equivalent,Cross-reference for lambda sensors
LS0007330,NGK,OE0054647,Original,oem,Original equipment reference
LS0007359,Bosch,LS0003288,NGK,replacement,Cross-reference for lambda sensors
LS0007359,Bosch,OE0054648,Bosch,oem,Original equipment reference
LS0007359,Bosch,LS0006077,Denso,oem,Cross-reference for lambda sensors
LS0007359,Bosch,OE0054649,Bosch,oem,Original equipment reference
LS0007368,Delphi,LS0002578,Denso,replacement,Cross-reference for lambda sensors
LS0007368,Delphi,OE0054650,Delphi,oem,Original equipment reference
LS0007398,Denso,LS0006689,Delphi,replacement,Cross-reference for lambda sensors
LS0007398,Denso,OE0054651,Original,oem,Original equipment reference
LS0007483,Bosch,LS0010334,Delphi,equivalent,Cross-reference for lambda sensors
LS0007483,Bosch,OE0054652,Bosch,oem,Original equipment reference
LS0007488,Denso,LS0011131,Bosch,oem,Cross-reference for lambda sensors
LS0007488,Denso,OE0054653,Denso,oem,Original equipment reference
LS0007505,NGK,LS0001483,Bosch,replacement,Cross-reference for lambda sensors
LS0007505,NGK,OE0054654,NGK,oem,Original equipment reference
LS0007505,NGK,LS0009486,Delphi,replacement,Cross-reference for lambda sensors
LS0007505,NGK,OE0054655,Original,oem,Original equipment reference
LS0007544,Bosch,LS0008223,NGK,compatible,Cross-reference for lambda sensors
LS0007544,Bosch,OE0054656,Original,oem,Original equipment reference
LS0007544,Bosch,LS0010299,Delphi,compatible,Cross-reference for lambda sensors
LS0007544,Bosch,OE0054657,Original,oem,Original equipment reference
LS0007659,NGK,LS0006170,Bosch,oem,Cross-reference for lambda sensors
LS0007659,NGK,OE0054658,Original,oem,Original equipment reference
LS0007685,Bosch,LS0007987,Delphi,oem,Cross-reference for lambda sensors
LS0007685,Bosch,OE0054659,Original,oem,Original equipment reference
LS0007685,Bosch,LS0005430,Delphi,replacement,Cross-reference for lambda sensors
LS0007685,Bosch,OE0054660,Bosch,oem,Original equipment reference
LS0007831,Delphi,LS0006116,NGK,replacement,Cross-reference for lambda sensors
LS0007831,Delphi,OE0054661,Delphi,oem,Original equipment reference
LS0007831,Delphi,LS0001494,NGK,equivalent,Cross-reference for lambda sensors
LS0007831,Delphi,OE0054662,Delphi,oem,Original equipment reference
LS0007831,Delphi,LS0009316,Denso,compatible,Cross-reference for lambda sensors
LS0007831,Delphi,OE0054663,Original,oem,Original equipment reference
LS0007837,Denso,LS0001485,Bosch,equivalent,Cross-reference for lambda sensors
LS0007837,Denso,OE0054664,Denso,oem,Original equipment reference
LS0007837,Denso,LS0007966,NGK,compatible,Cross-reference for lambda sensors
LS0007837,Denso,OE0054665,Denso,oem,Original equipment reference
LS0007937,Denso,LS0006835,Bosch,oem,Cross-reference for lambda sensors
LS0007937,Denso,OE0054666,Denso,oem,Original equipment reference
LS0007937,Denso,LS0005482,Bosch,compatible,Cross-reference for lambda sensors
LS0007937,Denso,OE0054667,Original,oem,Original equipment reference
LS0007937,Denso,LS0007483,Bosch,equivalent,Cross-reference for lambda sensors
LS0007937,Denso,OE0054668,Original,oem,Original equipment reference
LS0007966,NGK,LS0004712,Delphi,replacement,Cross-reference for lambda sensors
LS0007966,NGK,OE0054669,Original,oem,Original equipment reference
LS0007966,NGK,LS0001711,Delphi,oem,Cross-reference for lambda sensors
LS0007966,NGK,OE0054670,NGK,oem,Original equipment reference
LS0007987,Delphi,LS0011131,Bosch,compatible,Cross-reference for lambda sensors
LS0007987,Delphi,OE0054671,Delphi,oem,Original equipment reference
LS0008065,NGK,LS0009733,Bosch,equivalent,Cross-reference for lambda sensors
LS0008065,NGK,OE0054672,Original,oem,Original equipment reference
LS0008065,NGK,LS0006077,Denso,equivalent,Cross-reference for lambda sensors
LS0008065,NGK,OE0054673,NGK,oem,Original equipment reference
LS0008111,Denso,LS0005254,Delphi,replacement,Cross-reference for lambda sensors
LS0008111,Denso,OE0054674,Original,oem,Original equipment reference
LS0008111,Denso,LS0001496,Delphi,compatible,Cross-reference for lambda sensors
LS0008111,Denso,OE0054675,Denso,oem,Original equipment reference
LS0008134,Denso,LS0001906,NGK,compatible,Cross-reference for lambda sensors
LS0008134,Denso,OE0054676,Original,oem,Original equipment reference
LS0008274,NGK,LS0007026,Delphi,replacement,Cross-reference for lambda sensors
LS0008274,NGK,OE0054677,NGK,oem,Original equipment reference
LS0008288,NGK,LS0009236,Denso,compatible,Cross-reference for lambda sensors
LS0008288,NGK,OE0054678,NGK,oem,Original equipment reference
LS0008359,Bosch,LS0010281,Delphi,equivalent,Cross-reference for lambda sensors
LS0008359,Bosch,OE0054679,Bosch,oem,Original equipment reference
LS0008521,NGK,LS0004377,Bosch,equivalent,Cross-reference for lambda sensors
LS0008521,NGK,OE0054680,NGK,oem,Original equipment reference
LS0008521,NGK,LS0002878,Denso,compatible,Cross-reference for lambda sensors
LS0008521,NGK,OE0054681,Original,oem,Original equipment reference
LS0008521,NGK,LS0005141,Denso,equivalent,Cross-reference for lambda sensors
LS0008521,NGK,OE0054682,NGK,oem,Original equipment reference
LS0008627,Denso,LS0002732,NGK,oem,Cross-reference for lambda sensors
LS0008627,Denso,OE0054683,Original,oem,Original equipment reference
LS0008627,Denso,LS0005623,NGK,oem,Cross-reference for lambda sensors
LS0008627,Denso,OE0054684,Original,oem,Original equipment reference
LS0008638,Bosch,LS0004770,NGK,oem,Cross-reference for lambda sensors
LS0008638,Bosch,OE0054685,Bosch,oem,Original equipment reference
LS0008638,Bosch,LS0007368,Delphi,replacement,Cross-reference for lambda sensors
LS0008638,Bosch,OE0054686,Original,oem,Original equipment reference
LS0008638,Bosch,LS0008044,Delphi,oem,Cross-reference for lambda sensors
LS0008638,Bosch,OE0054687,Bosch,oem,Original equipment reference
LS0008639,NGK,LS0010737,Delphi,equivalent,Cross-reference for lambda sensors
LS0008639,NGK,OE0054688,NGK,oem,Original equipment reference
LS0008807,Bosch,LS0003318,Delphi,compatible,Cross-reference for lambda sensors
LS0008807,Bosch,OE0054689,Bosch,oem,Original equipment reference
LS0008940,Denso,LS0007965,NGK,equivalent,Cross-reference for lambda sensors
LS0008940,Denso,OE0054690,Original,oem,Original equipment reference
LS0008940,Denso,LS0006015,Bosch,equivalent,Cross-reference for lambda sensors
LS0008940,Denso,OE0054691,Denso,oem,Original equipment reference
LS0008940,Denso,LS0007148,Bosch,equivalent,Cross-reference for lambda sensors
LS0008940,Denso,OE0054692,Original,oem,Original equipment reference
LS0008941,Bosch,LS0008065,NGK,compatible,Cross-reference for lambda sensors
LS0008941,Bosch,OE0054693,Bosch,oem,Original equipment reference
LS0009112,NGK,LS0010057,Bosch,oem,Cross-reference for lambda sensors
LS0009112,NGK,OE0054694,NGK,oem,Original equipment reference
LS0009112,NGK,LS0009610,Bosch,replacement,Cross-reference for lambda sensors
LS0009112,NGK,OE0054695,Original,oem,Original equipment reference
LS0009236,Denso,LS0003126,Bosch,oem,Cross-reference for lambda sensors
LS0009236,Denso,OE0054696,Original,oem,Original equipment reference
LS0009236,Denso,LS0004770,NGK,oem,Cross-reference for lambda sensors
LS0009236,Denso,OE0054697,Original,oem,Original equipment reference
LS0009236,Denso,LS0009443,Delphi,equivalent,Cross-reference for lambda sensors
LS0009236,Denso,OE0054698,Denso,oem,Original equipment reference
LS0009273,Denso,LS0002811,Delphi,equivalent,Cross-reference for lambda sensors
LS0009273,Denso,OE0054699,Original,oem,Original equipment reference
LS0009273,Denso,LS0004712,Delphi,oem,Cross-reference for lambda sensors
LS0009273,Denso,OE0054700,Original,oem,Original equipment reference
LS0009316,Denso,LS0006623,NGK,oem,Cross-reference for lambda sensors
LS0009316,Denso,OE0054701,Original,oem,Original equipment reference
LS0009361,Delphi,LS0004586,NGK,compatible,Cross-reference for lambda sensors
LS0009361,Delphi,OE0054702,Delphi,oem,Original equipment reference
LS0009361,Delphi,LS0008627,Denso,compatible,Cross-reference for lambda sensors
LS0009361,Delphi,OE0054703,Original,oem,Original equipment reference
LS0009385,Denso,LS0006697,NGK,compatible,Cross-reference for lambda sensors
LS0009385,Denso,OE0054704,Denso,oem,Original equipment reference
LS0009385,Denso,LS0007965,NGK,oem,Cross-reference for lambda sensors
LS0009385,Denso,OE0054705,Original,oem,Original equipment reference
LS0009408,Bosch,LS0007505,NGK,equivalent,Cross-reference for lambda sensors
LS0009408,Bosch,OE0054706,Original,oem,Original equipment reference
LS0009408,Bosch,LS0005003,NGK,equivalent,Cross-reference for lambda sensors
LS0009408,Bosch,OE0054707,Bosch,oem,Original equipment reference
LS0009486,Delphi,LS0001487,Denso,oem,Cross-reference for lambda sensors
LS0009486,Delphi,OE0054708,Original,oem,Original equipment reference
LS0009486,Delphi,LS0006697,NGK,equivalent,Cross-reference for lambda sensors
LS0009486,Delphi,OE0054709,Original,oem,Original equipment reference
LS0009535,NGK,LS0002243,Bosch,compatible,Cross-reference for lambda sensors
LS0009535,NGK,OE0054710,NGK,oem,Original equipment reference
LS0009610,Bosch,LS0004152,Denso,equivalent,Cross-reference for lambda sensors
LS0009610,Bosch,OE0054711,Bosch,oem,Original equipment reference
LS0009742,Delphi,LS0008065,NGK,replacement,Cross-reference for lambda sensors
LS0009742,Delphi,OE0054712,Original,oem,Original equipment reference
LS0009945,Delphi,LS0007488,Denso,equivalent,Cross-reference for lambda sensors
LS0009945,Delphi,OE0054713,Delphi,oem,Original equipment reference
LS0010057,Bosch,LS0003288,NGK,oem,Cross-reference for lambda sensors
LS0010057,Bosch,OE0054714,Original,oem,Original equipment reference
LS0010080,NGK,LS0002243,Bosch,equivalent,Cross-reference for lambda sensors
LS0010080,NGK,OE0054715,Original,oem,Original equipment reference
LS0010080,NGK,LS0005908,Delphi,replacement,Cross-reference for lambda sensors
LS0010080,NGK,OE0054716,NGK,oem,Original equipment reference
LS0010179,Denso,LS0002990,NGK,oem,Cross-reference for lambda sensors
LS0010179,Denso,OE0054717,Denso,oem,Original equipment reference
LS0010179,Denso,LS0010834,Bosch,oem,Cross-reference for lambda sensors
LS0010179,Denso,OE0054718,Denso,oem,Original equipment reference
LS0010221,Delphi,LS0007488,Denso,replacement,Cross-reference for lambda sensors
LS0010221,Delphi,OE0054719,Delphi,oem,Original equipment reference
LS0010236,NGK,LS0008627,Denso,equivalent,Cross-reference for lambda sensors
LS0010236,NGK,OE0054720,Original,oem,Original equipment reference
LS0010236,NGK,LS0009385,Denso,equivalent,Cross-reference for lambda sensors
LS0010236,NGK,OE0054721,Original,oem,Original equipment reference
LS0010252,Delphi,LS0008359,Bosch,replacement,Cross-reference for lambda sensors
LS0010252,Delphi,OE0054722,Original,oem,Original equipment reference
LS0010334,Delphi,LS0008065,NGK,replacement,Cross-reference for lambda sensors
LS0010334,Delphi,OE0054723,Delphi,oem,Original equipment reference
LS0010334,Delphi,LS0010856,NGK,equivalent,Cross-reference for lambda sensors
LS0010334,Delphi,OE0054724,Original,oem,Original equipment reference
LS0010358,Bosch,LS0007505,NGK,compatible,Cross-reference for lambda sensors
LS0010358,Bosch,OE0054725,Bosch,oem,Original equipment reference
LS0010459,Denso,LS0007544,Bosch,equivalent,Cross-reference for lambda sensors
LS0010459,Denso,OE0054726,Denso,oem,Original equipment reference
LS0010459,Denso,LS0009742,Delphi,replacement,Cross-reference for lambda sensors
LS0010459,Denso,OE0054727,Denso,oem,Original equipment reference
LS0010487,Delphi,LS0008941,Bosch,equivalent,Cross-reference for lambda sensors
LS0010487,Delphi,OE0054728,Delphi,oem,Original equipment reference
LS0010600,Denso,LS0010080,NGK,oem,Cross-reference for lambda sensors
LS0010600,Denso,OE0054729,Denso,oem,Original equipment reference
LS0010600,Denso,LS0009535,NGK,equivalent,Cross-reference for lambda sensors
LS0010600,Denso,OE0054730,Original,oem,Original equipment reference
LS0010600,Denso,LS0006043,Delphi,replacement,Cross-reference for lambda sensors
LS0010600,Denso,OE0054731,Original,oem,Original equipment reference
LS0010663,Delphi,LS0008747,Bosch,equivalent,Cross-reference for lambda sensors
LS0010663,Delphi,OE0054732,Delphi,oem,Original equipment reference
LS0010663,Delphi,LS0002185,NGK,equivalent,Cross-reference for lambda sensors
